record_id,stage41_provenance,stage42_action,final_provenance,stage41_lsr_labels,stage42_new_lsr_labels,final_lsr_labels,top_score,second_score,margin,evidence_labels,semantic_score,agreement_state,decision,reason
OILPS_OSHA_01018,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.001,0.0009,0.0001,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01019,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.3622,0.0135,0.3487,Safe Mechanical Lifting | Working at Height,0.75,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.3622, Margin=0.3487)."
OILPS_OSHA_01020,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.1877,0.058,0.1297,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01021,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0007,0.0001,0.0006,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01022,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0045,0.0007,0.0038,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01023,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Hot Work,NONE,Hot Work,0.9985,0.0,1.0,Hot Work,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01024,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Hot Work,NONE,Hot Work,0.9994,0.0,1.0,Hot Work,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01025,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.2615,0.2341,0.0274,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01026,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0014,0.0004,0.001,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01027,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Energy Isolation | Safe Mechanical Lifting,NONE,Energy Isolation | Safe Mechanical Lifting,0.9005,0.0,1.0,Energy Isolation | Safe Mechanical Lifting,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01028,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0128,0.0077,0.0051,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01029,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Working at Height,NONE,Working at Height,0.9347,0.0,1.0,Working at Height,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01030,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0001,0.0001,0.0,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01031,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.1459,0.0155,0.1304,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01032,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0024,0.0004,0.002,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01033,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.0039,0.0012,0.0027,Line of Fire,0.35,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.0039, Margin=0.0027)."
OILPS_OSHA_01034,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0135,0.0006,0.0129,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01035,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0027,0.002,0.0007,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01036,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Energy Isolation,NONE,Energy Isolation,0.9995,0.0,1.0,Energy Isolation,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01037,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0295,0.0039,0.0256,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01038,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0003,0.0003,0.0,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01039,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0052,0.0002,0.005,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01040,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.1914,0.0044,0.187,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01041,HUMAN_REVIEW,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.6822,0.1343,0.5479,NONE,0.35,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.6822, Margin=0.5479)."
OILPS_OSHA_01042,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Safe Mechanical Lifting | Line of Fire,NONE,Safe Mechanical Lifting | Line of Fire,0.9966,0.0,1.0,Safe Mechanical Lifting | Line of Fire,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01043,HUMAN_REVIEW,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.4898,0.4697,0.0201,Line of Fire | Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.4898, Margin=0.0201)."
OILPS_OSHA_01044,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Hot Work | Energy Isolation,NONE,Hot Work | Energy Isolation,0.946,0.0,1.0,Hot Work | Energy Isolation,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01045,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0188,0.001,0.0178,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01046,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Driving,NONE,Driving,0.9757,0.0,1.0,Driving,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01047,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0113,0.003,0.0083,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01048,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0173,0.0025,0.0148,NONE,0.55,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01049,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.0131,0.0057,0.0074,Working at Height,0.55,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.0131, Margin=0.0074)."
OILPS_OSHA_01050,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Hot Work,NONE,Hot Work,0.9997,0.0,1.0,Hot Work,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01051,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.1343,0.005,0.1293,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01052,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.0074,0.0069,0.0005,Hot Work,0.75,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.0074, Margin=0.0005)."
OILPS_OSHA_01053,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Hot Work,NONE,Hot Work,0.9989,0.0,1.0,Hot Work,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01054,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0001,0.0001,0.0,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01055,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.002,0.001,0.001,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01056,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.028,0.0025,0.0255,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01057,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0016,0.0001,0.0015,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01058,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.2552,0.1205,0.1347,Line of Fire,0.35,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.2552, Margin=0.1347)."
OILPS_OSHA_01059,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0805,0.0283,0.0522,NONE,0.55,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01060,HUMAN_REVIEW,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.9975,0.9909,0.0066,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.9975, Margin=0.0066)."
OILPS_OSHA_01061,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0003,0.0001,0.0002,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01062,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0019,0.0001,0.0018,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01063,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.3443,0.1427,0.2016,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01064,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.2343,0.0021,0.2322,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01065,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0274,0.0159,0.0115,NONE,0.55,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01066,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0087,0.0082,0.0005,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01067,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0432,0.0095,0.0337,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01068,HUMAN_REVIEW,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.8798,0.8016,0.0782,Safe Mechanical Lifting,0.75,STRONG_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.8798, Margin=0.0782)."
OILPS_OSHA_01069,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0758,0.0046,0.0712,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01070,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0177,0.0106,0.0071,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01071,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0066,0.0011,0.0055,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01072,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.4398,0.3137,0.1261,Line of Fire,0.35,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.4398, Margin=0.1261)."
OILPS_OSHA_01073,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0155,0.0004,0.0151,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01074,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0007,0.0002,0.0005,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01075,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.0788,0.005,0.0738,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.0788, Margin=0.0738)."
OILPS_OSHA_01076,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.0447,0.0106,0.0341,Line of Fire,0.55,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.0447, Margin=0.0341)."
OILPS_OSHA_01077,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.0979,0.0015,0.0964,Working at Height,0.75,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.0979, Margin=0.0964)."
OILPS_OSHA_01078,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0153,0.0095,0.0058,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01079,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.0498,0.01,0.0398,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.0498, Margin=0.0398)."
OILPS_OSHA_01080,UNKNOWN,NEW_REVIEW_PENDING,HUMAN_REVIEW_PENDING,UNKNOWN,UNKNOWN,UNKNOWN,0.0017,0.0009,0.0008,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,SENT_TO_HUMAN_REVIEW_PENDING,"Moderate confidence or partial evidence agreement (TopScore=0.0017, Margin=0.0008)."
OILPS_OSHA_01081,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Safe Mechanical Lifting,NONE,Safe Mechanical Lifting,0.9623,0.0,1.0,Safe Mechanical Lifting,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01082,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Driving,NONE,Driving,0.9986,0.0,1.0,Driving,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01083,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.006,0.0002,0.0058,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01084,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0243,0.007,0.0173,NONE,0.55,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01085,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0776,0.0086,0.069,NONE,0.55,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01086,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Safe Mechanical Lifting | Driving | Line of Fire,NONE,Safe Mechanical Lifting | Driving | Line of Fire,0.9956,0.0,1.0,Safe Mechanical Lifting | Driving | Line of Fire,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01087,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.009,0.0012,0.0078,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01088,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0045,0.0004,0.0041,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01089,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0019,0.0007,0.0012,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01090,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0051,0.0008,0.0043,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01091,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0323,0.0045,0.0278,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01092,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Safe Mechanical Lifting,NONE,Safe Mechanical Lifting,0.9956,0.0,1.0,Safe Mechanical Lifting,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01093,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.004,0.0016,0.0024,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01094,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0019,0.0001,0.0018,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01095,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Working at Height,NONE,Working at Height,0.8637,0.0,1.0,Working at Height,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01096,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0104,0.001,0.0094,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01097,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Safe Mechanical Lifting,NONE,Safe Mechanical Lifting,0.9986,0.0,1.0,Safe Mechanical Lifting,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01098,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Driving | Working at Height,NONE,Driving | Working at Height,0.9949,0.0,1.0,Driving | Working at Height,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01099,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0092,0.0023,0.0069,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01100,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.1497,0.0193,0.1304,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01101,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Safe Mechanical Lifting | Energy Isolation,NONE,Safe Mechanical Lifting | Energy Isolation,0.9906,0.0,1.0,Safe Mechanical Lifting | Energy Isolation,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01102,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0208,0.003,0.0178,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01103,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Driving,NONE,Driving,0.7066,0.0,1.0,Driving,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01104,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.033,0.0175,0.0155,NONE,0.55,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01105,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0892,0.0151,0.0741,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01106,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Safe Mechanical Lifting,NONE,Safe Mechanical Lifting,0.9772,0.0,1.0,Safe Mechanical Lifting,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
OILPS_OSHA_01107,UNKNOWN,REMAINED_UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0004,0.0001,0.0003,NONE,0.35,NO_EVIDENCE,REJECTED_UNKNOWN,Insufficient multi-signal model/evidence support.
OILPS_OSHA_01108,MODEL_PREDICTED,PRESERVED_STAGE41_ASSIGNMENT,MODEL_PREDICTED,Safe Mechanical Lifting | Line of Fire,NONE,Safe Mechanical Lifting | Line of Fire,0.9991,0.0,1.0,Safe Mechanical Lifting | Line of Fire,1.0,STRONG_AGREEMENT,PRESERVED_STAGE41_ASSIGNMENT,Preserved Stage 41 confirmed assignment (MODEL_PREDICTED).
