source_record_id,max_score,second_score,score_margin,predicted_label_count,predicted_labels,confidence,decision,provenance,lsr_prob_bypassing_safety_controls,lsr_prob_confined_space,lsr_prob_driving,lsr_prob_energy_isolation,lsr_prob_hot_work,lsr_prob_line_of_fire,lsr_prob_safe_mechanical_lifting,lsr_prob_work_authorization,lsr_prob_working_at_height
2022098102,0.9998,0.5609,0.4389,2,Safe Mechanical Lifting | Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0003,0.0,0.0366,0.0518,0.0032,0.1385,0.9998,0.0014,0.5609
2022098120,0.0096,0.0059,0.0037,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0013,0.0009,0.0059,0.0006,0.0001,0.0011,0.0053,0.0096
2022098151,0.9861,0.0245,0.9616,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.018,0.0188,0.0084,0.9861,0.0015,0.0245,0.0157,0.0041,0.0048
2022098159,0.9715,0.0767,0.8948,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0317,0.0272,0.0371,0.9715,0.0008,0.0094,0.0002,0.0026,0.0767
2022098216,0.5963,0.0212,0.5751,1,Working at Height,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0001,0.0006,0.0212,0.0011,0.0,0.0008,0.0002,0.5963
2022098217,0.918,0.0041,0.9139,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0,0.0015,0.0032,0.0023,0.0041,0.918,0.0017,0.0007
2022098220,0.9746,0.9741,0.0005,2,Working at Height | Driving,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0014,0.0026,0.9741,0.006,0.0047,0.0023,0.0026,0.0094,0.9746
2022098283,0.9981,0.7643,0.2338,3,Working at Height | Driving | Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0018,0.0011,0.7643,0.0526,0.0032,0.0573,0.5288,0.007,0.9981
2022098322,0.9551,0.4149,0.5402,2,Safe Mechanical Lifting | Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0005,0.0001,0.0869,0.0075,0.0001,0.0611,0.9551,0.0008,0.4149
2022098383,0.517,0.0038,0.5132,1,Hot Work,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0038,0.0001,0.0035,0.517,0.0,0.0002,0.0027,0.0001
2022098386,0.2564,0.009,0.2474,1,Safe Mechanical Lifting,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0,0.0,0.0,0.0005,0.0004,0.0001,0.2564,0.0,0.009
2022098402,0.9863,0.0616,0.9247,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0291,0.0443,0.9863,0.0451,0.0026,0.0066,0.0019,0.0616,0.0033
2022098426,0.17,0.0138,0.1562,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0022,0.0004,0.0138,0.17,0.0,0.0,0.0004,0.0004
2022098434,0.0011,0.0003,0.0008,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0,0.0,0.0011,0.0001,0.0001
2022098441,0.0758,0.0038,0.072,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0002,0.0002,0.0005,0.0038,0.0758,0.0004,0.0004
2022098516,0.9949,0.9218,0.0731,2,Driving | Safe Mechanical Lifting,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0055,0.0018,0.9949,0.0059,0.0006,0.0144,0.9218,0.0705,0.0111
2022098532,0.9476,0.0053,0.9423,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0032,0.0036,0.9476,0.0053,0.0004,0.0039,0.0009,0.0035,0.0003
2022098550,0.9974,0.0784,0.919,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0234,0.0424,0.9974,0.012,0.0145,0.046,0.0051,0.0784,0.0018
2022098554,0.9999,0.1251,0.8748,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0001,0.1251,0.0099,0.006,0.0017,0.9999,0.0082,0.0802
2022098590,0.0026,0.0012,0.0014,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0007,0.0001,0.0012,0.0011,0.001,0.0026,0.0006,0.0001
2022098597,0.9975,0.6565,0.341,2,Safe Mechanical Lifting | Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0037,0.0021,0.6565,0.0044,0.0613,0.1906,0.9975,0.0202,0.0852
2022098618,0.994,0.1597,0.8343,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0003,0.0002,0.0024,0.1597,0.0051,0.0051,0.994,0.0011,0.0012
2022108639,0.0241,0.0048,0.0193,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0002,0.0048,0.0014,0.0007,0.0241,0.0001,0.0
2022108656,0.0573,0.0324,0.0249,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0004,0.0001,0.0005,0.0176,0.0,0.0573,0.0324,0.0,0.0
2022108749,0.3242,0.3072,0.017,2,Energy Isolation | Working at Height,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0025,0.0144,0.0029,0.3242,0.0012,0.0012,0.0003,0.0069,0.3072
2022108789,0.9852,0.135,0.8502,1,Hot Work,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0002,0.135,0.0001,0.0849,0.9852,0.0006,0.0001,0.0119,0.0003
2022108794,0.1274,0.0061,0.1213,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0024,0.0001,0.003,0.1274,0.0061,0.0001,0.0001,0.0001
2022108800,0.0992,0.0274,0.0718,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0018,0.0014,0.0011,0.0992,0.0,0.0274
2022108895,0.4094,0.0194,0.39,1,Working at Height,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0004,0.0004,0.006,0.0046,0.0004,0.0194,0.0129,0.0006,0.4094
2022108957,0.0163,0.0161,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0005,0.0001,0.0005,0.0095,0.0,0.0163,0.0161,0.0002,0.0009
2022109025,0.9381,0.0023,0.9358,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0001,0.0013,0.0023,0.0001,0.0015,0.0007,0.0001,0.9381
2022109093,0.0421,0.0155,0.0266,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0007,0.0155,0.0001,0.0008,0.0058,0.0421,0.0036,0.0023
2022109101,0.0324,0.0199,0.0125,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0005,0.0017,0.0199,0.0006,0.0,0.0001,0.0161,0.0324,0.0006
2022109115,0.9053,0.0225,0.8828,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0002,0.0023,0.0225,0.0031,0.0037,0.9053,0.0011,0.0007
2022109125,0.9737,0.8815,0.0922,2,Driving | Hot Work,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0065,0.2214,0.9737,0.0912,0.8815,0.0008,0.0023,0.4201,0.0089
2022109223,0.5004,0.3683,0.1321,1,Energy Isolation,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0001,0.0203,0.0,0.5004,0.3683,0.0,0.0002,0.0135,0.0
2022109234,0.0248,0.0049,0.0199,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0003,0.0049,0.0009,0.0001,0.0023,0.0001,0.0248
2022109271,0.0028,0.0003,0.0025,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0003,0.0003,0.0028,0.0,0.0,0.0001
2022109291,0.0024,0.0009,0.0015,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0003,0.0001,0.0001,0.0024,0.0009,0.0,0.0004
2022109337,0.9549,0.4286,0.5263,2,Energy Isolation | Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.004,0.0019,0.0022,0.9549,0.0008,0.0181,0.4286,0.0075,0.1214
2022109383,0.0004,0.0002,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0001,0.0,0.0001
2022109440,0.0013,0.0012,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0009,0.0004,0.0001,0.0007,0.0012,0.0001,0.0013
2022109503,0.2108,0.0004,0.2104,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0004,0.0,0.0,0.2108,0.0002,0.0,0.0001,0.0
2022109543,0.0041,0.0025,0.0016,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0004,0.0025,0.0003,0.0002,0.0001,0.0001,0.0041
2022119604,0.0485,0.0433,0.0052,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0023,0.0013,0.0433,0.0485,0.0001,0.0135,0.0035,0.0
2022119646,0.2163,0.0022,0.2141,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0008,0.0007,0.0004,0.0003,0.0022,0.0003,0.2163
2022119650,0.9984,0.0105,0.9879,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0013,0.0105,0.0002,0.9984,0.0055,0.0002,0.0003,0.002,0.0022
2022119684,0.7715,0.5744,0.1971,2,Driving | Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0003,0.0001,0.7715,0.005,0.0,0.0007,0.0048,0.0014,0.5744
2022119726,0.0076,0.0003,0.0073,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0076,0.0003,0.0001,0.0002,0.0001,0.0
2022119754,0.0167,0.0119,0.0048,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0119,0.0029,0.0046,0.0019,0.0167,0.0001,0.0038
2022119761,0.9919,0.2549,0.737,2,Safe Mechanical Lifting | Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0,0.0076,0.0209,0.0023,0.0541,0.9919,0.0001,0.2549
2022119778,0.9998,0.0134,0.9864,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0023,0.001,0.9998,0.0048,0.0008,0.0006,0.0134,0.0048,0.0006
2022119848,0.9769,0.7442,0.2327,2,Working at Height | Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0142,0.0111,0.0116,0.7442,0.0053,0.1967,0.0049,0.0036,0.9769
2022119862,0.1262,0.1073,0.0189,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0003,0.001,0.0003,0.1262,0.0002,0.0004,0.0004,0.0015,0.1073
2022119910,0.9999,0.0086,0.9913,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0016,0.0064,0.0001,0.9999,0.0033,0.0002,0.0043,0.0035,0.0086
2022119923,0.9995,0.0075,0.992,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0004,0.0014,0.0,0.9995,0.0075,0.0001,0.0003,0.0003,0.002
2022119940,0.9359,0.0698,0.8661,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0012,0.0,0.9359,0.0698,0.0005,0.0002,0.0001,0.0001
2022119949,0.0341,0.0016,0.0325,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0341,0.0007,0.0,0.0001,0.0,0.0,0.0016
20221110052,0.3767,0.113,0.2637,1,Driving,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0005,0.0005,0.3767,0.0001,0.0003,0.0085,0.0055,0.0008,0.113
20221110022,0.0396,0.0222,0.0174,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.001,0.0007,0.0222,0.0001,0.0002,0.0,0.0004,0.0396
20221110062,0.3025,0.0141,0.2884,1,Line of Fire,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0008,0.0002,0.0004,0.0141,0.0002,0.3025,0.0084,0.0,0.0025
20221110139,0.9992,0.0024,0.9968,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0003,0.0019,0.0,0.9992,0.0024,0.0,0.0001,0.0003,0.0013
20221110191,0.9781,0.3238,0.6543,2,Driving | Line of Fire,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0256,0.0081,0.9781,0.0216,0.0007,0.3238,0.0033,0.001,0.0015
20221110343,0.8054,0.0053,0.8001,1,Hot Work,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0053,0.0001,0.0051,0.8054,0.0001,0.0007,0.0048,0.0015
20221110345,0.0181,0.0179,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0005,0.0026,0.0008,0.0024,0.0068,0.0181,0.0005,0.0179
20221110369,0.9547,0.2892,0.6655,2,Energy Isolation | Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0033,0.0274,0.0006,0.9547,0.1557,0.0305,0.2892,0.0147,0.0671
20221110389,0.0238,0.0076,0.0162,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0076,0.0008,0.001,0.0001,0.0002,0.0,0.0238
20221210520,0.9875,0.0109,0.9766,1,Driving,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0041,0.0031,0.9875,0.0067,0.0009,0.0024,0.0026,0.0062,0.0109
20221210521,0.3686,0.0094,0.3592,1,Energy Isolation,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0009,0.0006,0.0007,0.3686,0.0002,0.0094,0.0046,0.0001,0.003
20221210576,0.0004,0.0002,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0002,0.0001,0.0002,0.0,0.0001
20221210618,0.1978,0.0636,0.1342,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0003,0.001,0.0008,0.0636,0.0012,0.0009,0.0002,0.0008,0.1978
20221210623,0.0007,0.0006,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0006,0.0001,0.0,0.0,0.0007
20221210644,0.0435,0.0135,0.03,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0007,0.0135,0.0014,0.0001,0.0435,0.0007,0.0107
20221210658,0.0203,0.005,0.0153,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0,0.0009,0.0021,0.0,0.0003,0.005,0.0003,0.0203
20221210689,0.0203,0.0012,0.0191,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0003,0.0001,0.0012,0.0012,0.0,0.0203,0.0012,0.0,0.0002
20221210699,0.563,0.0225,0.5405,1,Line of Fire,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0015,0.001,0.0132,0.0029,0.0225,0.563,0.0022,0.0001,0.0109
20221210717,0.0178,0.0006,0.0172,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0178,0.0006,0.0,0.0006,0.0002,0.0004
20221210721,0.9979,0.0016,0.9963,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0005,0.0011,0.0,0.9979,0.0003,0.0,0.0012,0.0009,0.0016
20221210765,0.9994,0.1464,0.853,1,Hot Work,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0002,0.1464,0.0,0.0113,0.9994,0.0029,0.0003,0.012,0.0002
20221210798,0.2178,0.0433,0.1745,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0011,0.0044,0.2178,0.0013,0.0048,0.0032,0.0001,0.0004,0.0433
20221210881,0.0244,0.0097,0.0147,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0022,0.0097,0.0024,0.0244,0.0008,0.0076,0.0035,0.0051,0.0008
20221210883,0.984,0.1629,0.8211,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0013,0.0476,0.0111,0.1071,0.0816,0.0005,0.0046,0.1629,0.984
20221210958,0.9642,0.0261,0.9381,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0,0.004,0.0261,0.0002,0.0007,0.9642,0.0006,0.0013
20221211001,0.0242,0.0045,0.0197,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0003,0.0002,0.0016,0.0242,0.0002,0.0,0.0045
20221211017,0.0521,0.0046,0.0475,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0004,0.0046,0.0036,0.0002,0.0001,0.0521,0.0026,0.0
20221211038,0.0367,0.003,0.0337,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0004,0.0,0.0028,0.0367,0.0001,0.0,0.0,0.003
20221211060,0.0143,0.0031,0.0112,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0003,0.0017,0.0031,0.0007,0.0003,0.0002,0.0001,0.0009,0.0143
20221211136,0.0297,0.0258,0.0039,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0001,0.0001,0.0297,0.0,0.0067,0.0047,0.0001,0.0258
20221211155,0.3406,0.0306,0.31,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.003,0.0,0.0002,0.3406,0.0,0.0004,0.0306,0.0001
20221211177,0.2181,0.0076,0.2105,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0003,0.0006,0.0076,0.005,0.0023,0.0034,0.0002,0.0003,0.2181
20221211260,0.9969,0.0127,0.9842,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0001,0.0113,0.0089,0.0008,0.0065,0.0127,0.0004,0.9969
20221211283,0.9992,0.0773,0.9219,1,Energy Isolation,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0021,0.0045,0.0001,0.9992,0.0012,0.0004,0.0001,0.0007,0.0773
20221211294,0.9885,0.0229,0.9656,1,Working at Height,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0002,0.0229,0.0003,0.003,0.0008,0.0051,0.0012,0.9885
20221211296,0.8963,0.8211,0.0752,3,Line of Fire | Working at Height | Energy Isolation,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0248,0.0208,0.0224,0.5364,0.0262,0.8963,0.0549,0.0015,0.8211
2023010004,0.0242,0.0209,0.0033,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.001,0.0001,0.0003,0.0242,0.0209,0.0,0.0024
2023010015,0.1195,0.019,0.1005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0006,0.0002,0.0006,0.0039,0.0013,0.1195,0.0003,0.0,0.019
2023010019,0.0014,0.001,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0014,0.0008,0.0007,0.0001,0.001,0.0,0.0001
2023010085,0.9998,0.0255,0.9743,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0,0.01,0.0107,0.0006,0.0255,0.9998,0.0005,0.0104
2023010090,0.4784,0.2069,0.2715,2,Driving | Safe Mechanical Lifting,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0006,0.0001,0.4784,0.0007,0.0,0.0537,0.2069,0.0001,0.0002
2023010097,0.0233,0.0112,0.0121,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0003,0.0003,0.0233,0.0,0.0001,0.0003,0.0006,0.0112
2023010109,0.0046,0.0009,0.0037,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0007,0.0008,0.0046,0.0001,0.0,0.0,0.0009,0.0001
2023010133,0.0098,0.0011,0.0087,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0002,0.0011,0.0006,0.0002,0.0098,0.0001,0.0,0.0003
2023010136,0.3418,0.0596,0.2822,1,Safe Mechanical Lifting,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0036,0.0016,0.0369,0.0587,0.0003,0.0596,0.3418,0.0019,0.0214
2023010137,0.0009,0.0003,0.0006,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0002,0.0009,0.0001,0.0001,0.0001,0.0001,0.0003
2023010148,0.9959,0.9835,0.0124,2,Driving | Safe Mechanical Lifting,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0006,0.0001,0.9959,0.001,0.0006,0.0198,0.9835,0.0018,0.0151
2023010169,0.302,0.0169,0.2851,1,Safe Mechanical Lifting,LOW,REJECTED_LOW_CONFIDENCE,UNKNOWN,0.0001,0.0002,0.0003,0.0169,0.0011,0.0001,0.302,0.004,0.0004
2023010170,0.0581,0.008,0.0501,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0007,0.0024,0.0,0.0001,0.008,0.0002,0.0581
2023010243,0.0299,0.0044,0.0255,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0001,0.0299,0.0001,0.0,0.0021,0.0012,0.0044
2023010245,0.0259,0.0027,0.0232,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0007,0.0,0.0,0.0259,0.0027,0.0,0.0,0.0
2023010254,0.021,0.0042,0.0168,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0,0.0042,0.021,0.0,0.0006,0.0001,0.0016
2023010293,0.4686,0.1164,0.3522,1,Working at Height,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0065,0.0089,0.0981,0.1164,0.0035,0.0131,0.0436,0.0393,0.4686
2023010332,0.9999,0.025,0.9749,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0001,0.0,0.0138,0.0072,0.006,0.0024,0.9999,0.0021,0.025
2023010364,0.6612,0.1352,0.526,1,Line of Fire,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0032,0.0009,0.0002,0.1352,0.0017,0.6612,0.0636,0.0002,0.0003
2023010404,0.9909,0.0182,0.9727,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0,0.0003,0.0016,0.0059,0.0182,0.9909,0.0001,0.0022
2023010431,0.4663,0.002,0.4643,1,Line of Fire,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0003,0.0001,0.0004,0.0009,0.0002,0.4663,0.0012,0.0,0.002
2023010438,0.1814,0.0083,0.1731,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0004,0.0083,0.0003,0.0,0.1814,0.0001,0.0019
2023010465,0.0033,0.0012,0.0021,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0003,0.0009,0.0,0.0012,0.0033,0.0001,0.0001
2023010502,0.0054,0.0029,0.0025,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0005,0.0005,0.0018,0.0001,0.0,0.0002,0.0029,0.0054
2023010525,0.0038,0.0018,0.002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0018,0.0001,0.0003,0.0038,0.0002,0.0,0.0004
2023010578,0.4646,0.0089,0.4557,1,Energy Isolation,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0011,0.0017,0.0018,0.4646,0.0022,0.0071,0.0089,0.001,0.0063
2023010635,0.0327,0.0136,0.0191,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0327,0.0001,0.0001,0.0002,0.0136,0.0006,0.0053
2023010697,0.097,0.0022,0.0948,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0005,0.0001,0.097,0.0004,0.0002,0.0022,0.0009,0.0001
2023010702,0.0198,0.0127,0.0071,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0198,0.0041,0.0001,0.0127,0.0003,0.0011
2023010750,0.0031,0.003,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0008,0.0002,0.001,0.0001,0.0004,0.0024,0.0031,0.003
2023010825,0.2151,0.0149,0.2002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0149,0.0006,0.001,0.0029,0.0,0.2151
2023010846,0.0043,0.0026,0.0017,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0002,0.0005,0.0009,0.0001,0.0043,0.0026,0.0002,0.0001
2023010915,0.0687,0.0599,0.0088,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0002,0.0599,0.0005,0.0001,0.0376,0.0021,0.0687
2023010960,0.9338,0.8976,0.0362,3,Working at Height | Safe Mechanical Lifting | Line of Fire,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0063,0.0013,0.033,0.2682,0.0016,0.6134,0.8976,0.0013,0.9338
2023010965,0.0023,0.0022,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0023,0.0022,0.0,0.0001,0.0015,0.0005,0.0022
