source_record_id,max_score,second_score,score_margin,predicted_label_count,predicted_labels,confidence,decision,provenance,lsr_prob_bypassing_safety_controls,lsr_prob_confined_space,lsr_prob_driving,lsr_prob_energy_isolation,lsr_prob_hot_work,lsr_prob_line_of_fire,lsr_prob_safe_mechanical_lifting,lsr_prob_work_authorization,lsr_prob_working_at_height
HPE_P006,0.0007,0.0001,0.0006,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0007
HPE_P007,0.011,0.0018,0.0092,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0018,0.011,0.0001,0.0,0.0,0.0011
HPE_P008,0.0399,0.0003,0.0396,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0399,0.0003,0.0,0.0,0.0,0.0002
HPE_P009,0.0005,0.0001,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0001,0.0,0.0,0.0,0.0
HPE_P011,0.0002,0.0002,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0001,0.0001,0.0002,0.0,0.0002
HPE_P000,0.0054,0.0006,0.0048,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0054,0.0,0.0,0.0001,0.0,0.0,0.0006
HPE_P012,0.0028,0.0002,0.0026,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0002,0.0,0.0001,0.0,0.0,0.0028
HPE_P013,0.0523,0.0091,0.0432,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0523,0.0,0.0078,0.0002,0.0091,0.0001,0.0004
HPE_P014,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001
HPE_P015,0.0033,0.0005,0.0028,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0033,0.0002,0.0,0.0001,0.0,0.0005
HPE_P016,0.0549,0.0001,0.0548,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0549,0.0,0.0001
HPE_P017,0.0242,0.0001,0.0241,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0242,0.0001,0.0,0.0,0.0,0.0
HPE_P018,0.0372,0.009,0.0282,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0004,0.0002,0.0,0.0,0.0372,0.0001,0.009
HPE_P019,0.1774,0.0082,0.1692,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.1774,0.0001,0.0,0.0004,0.0,0.0,0.0082
HPE_P020,0.0074,0.0005,0.0069,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0005,0.0,0.0074,0.0,0.0
HPE_P000,0.0087,0.0004,0.0083,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0087,0.0,0.0004,0.0001,0.0,0.0001
HPE_P021,0.0008,0.0007,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0007,0.0,0.0008
HPE_P022,0.0086,0.0001,0.0085,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0086
HPE_P000,0.0017,0.0008,0.0009,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0017,0.0,0.0008
HPE_P023,0.0053,0.0008,0.0045,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0053,0.0001,0.0,0.0,0.0008
HPE_P024,0.0022,0.0004,0.0018,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0004,0.0,0.0022,0.0,0.0003
HPE_P000,0.0019,0.0005,0.0014,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0019
HPE_P026,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0001,0.0001
HPE_P027,0.0014,0.0008,0.0006,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0008,0.0002,0.0,0.0,0.0014
HPE_P028,0.0016,0.0008,0.0008,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0016,0.0008,0.0,0.0,0.0,0.0007
HPE_P029,0.0007,0.0004,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0007,0.0001,0.0002,0.0,0.0003
HPE_P030,0.0142,0.0015,0.0127,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0015,0.0001,0.0005,0.0,0.0,0.0142
HPE_P031,0.0002,0.0002,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0,0.0002,0.0,0.0002
HPE_P032,0.0001,0.0,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001
HPE_P000,0.0013,0.0,0.0013,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0
HPE_P033,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0001
HPE_P035,0.5259,0.0045,0.5214,1,Driving,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0004,0.0002,0.5259,0.0045,0.0001,0.0002,0.0033,0.0003,0.0002
HPE_P036,0.0043,0.0005,0.0038,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0043
HPE_P037,0.0019,0.0005,0.0014,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0019,0.0003,0.0005,0.0,0.0001
HPE_P038,0.8961,0.0108,0.8853,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0,0.0004,0.0003,0.0005,0.0001,0.8961,0.0002,0.0108
HPE_P039,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0,0.0,0.0001
HPE_P040,0.0015,0.0005,0.001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0015,0.0001,0.0,0.0,0.0,0.0005
HPE_P041,0.0,0.0,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPE_P042,0.0007,0.0004,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0001,0.0,0.0001,0.0,0.0007
HPE_P043,0.0167,0.0043,0.0124,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0004,0.0,0.0167,0.0043,0.0006,0.0003,0.0001,0.0018
HPE_P000,0.0007,0.0002,0.0005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0007,0.0,0.0,0.0,0.0
HPE_P044,0.0005,0.0004,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0001,0.0002,0.0,0.0,0.0004
HPE_P045,0.0006,0.0001,0.0005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0006
HPE_P046,0.006,0.002,0.004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0004,0.0002,0.0,0.006,0.0001,0.002
HPE_P047,0.0006,0.0004,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0004,0.0,0.0006
HPE_P048,0.0007,0.0,0.0007,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007
HPE_P049,0.1555,0.0038,0.1517,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0007,0.0,0.1555,0.0038,0.0001,0.0,0.0001,0.0005
HPE_P050,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0,0.0003,0.0,0.0,0.0001
HPE_P051,0.0033,0.0002,0.0031,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0033,0.0002,0.0,0.0,0.0,0.0002
HPE_P052,0.0008,0.0005,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0008,0.0002,0.0,0.0002,0.0,0.0005
HPE_P053,0.0009,0.0005,0.0004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0001,0.0009,0.0,0.0,0.0005
HPE_P054,0.6702,0.0001,0.6701,1,Hot Work,MEDIUM,SENT_TO_HUMAN_REVIEW,UNKNOWN,0.0,0.0001,0.0,0.0001,0.6702,0.0,0.0,0.0,0.0
HPE_P055,0.0151,0.0073,0.0078,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0151,0.0002,0.0003,0.0002,0.0,0.0073
HPE_P056,0.0208,0.0002,0.0206,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0001,0.0,0.0208,0.0,0.0001
HPE_P057,0.003,0.0008,0.0022,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0001,0.003,0.0002,0.0001,0.0,0.0001,0.0008
HPE_P058,0.0099,0.0014,0.0085,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0002,0.0,0.0,0.0099,0.0001,0.0014
HPE_P059,0.0329,0.0329,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0004,0.0001,0.0001,0.0329,0.0002,0.0329,0.0001,0.0,0.0002
HPE_P060,0.0006,0.0001,0.0005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0006
HPE_P061,0.0272,0.0126,0.0146,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0071,0.0126,0.0001,0.0272,0.0,0.0063
HPE_P062,0.0024,0.0007,0.0017,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0007,0.0002,0.0001,0.0001,0.0,0.0024
HPE_P063,0.0091,0.0003,0.0088,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0003,0.0,0.0091
HPE_P064,0.0006,0.0005,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0,0.0001,0.0,0.0,0.0006
HPE_P065,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0002
HPE_P066,0.0013,0.0002,0.0011,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0,0.0013,0.0,0.0,0.0001
HPE_P067,0.0067,0.0003,0.0064,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0001,0.0067,0.0,0.0,0.0003
HPE_P068,0.0004,0.0002,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0002,0.0004,0.0,0.0001,0.0,0.0,0.0
HPE_P000,0.0021,0.0003,0.0018,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0003,0.0,0.0021
HPE_P069,0.0313,0.0002,0.0311,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0313,0.0001,0.0,0.0,0.0,0.0002
HPE_P070,0.1502,0.0293,0.1209,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0034,0.0001,0.1502,0.0293,0.0001,0.0,0.0009,0.0062
HPE_P000,0.0026,0.0004,0.0022,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0001,0.0001,0.0,0.0,0.0026
HPE_P071,0.0094,0.0001,0.0093,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0094,0.0001,0.0,0.0,0.0
HPE_P072,0.1457,0.001,0.1447,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0002,0.0005,0.0003,0.1457,0.0005,0.0002,0.0,0.0001,0.001
HPE_P073,0.0006,0.0004,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0004
HPE_P074,0.0082,0.0007,0.0075,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0002,0.0,0.0082,0.0005,0.0001,0.0,0.0,0.0007
HPE_P075,0.0023,0.0001,0.0022,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0023,0.0001,0.0001,0.0,0.0,0.0001
HPE_P076,0.0007,0.0002,0.0005,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0,0.0001,0.0,0.0,0.0007
HPE_P077,0.0016,0.0007,0.0009,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0016,0.0007,0.0003,0.0,0.0,0.0
HPE_P078,0.0013,0.0006,0.0007,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0003,0.0013,0.0,0.0,0.0006
HPE_P079,0.0064,0.0003,0.0061,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0,0.0001,0.0,0.0,0.0064
HPE_P080,0.0138,0.0004,0.0134,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0002,0.0,0.0004,0.0,0.0,0.0138
HPE_P081,0.0005,0.0003,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0005
HPE_P082,0.0013,0.0011,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0011,0.0006,0.0013,0.0001,0.0,0.0004
HPE_P000,0.0011,0.001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.001,0.0001,0.0,0.0011,0.0,0.0,0.0004
HPE_P083,0.0117,0.0015,0.0102,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0117,0.0001,0.0,0.0001,0.0,0.0,0.0015
HPE_P084,0.0343,0.0003,0.034,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0,0.0003,0.0001,0.0,0.0343
HPE_P085,0.0034,0.0007,0.0027,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0007,0.0,0.0001,0.0,0.0034
HPE_P086,0.0746,0.0026,0.072,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0004,0.0746,0.0026,0.0,0.0,0.0
HPE_P087,0.0011,0.0011,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0011,0.0009,0.0,0.0,0.0,0.0011
HPE_P000,0.9549,0.0013,0.9536,1,Safe Mechanical Lifting,HIGH,ACCEPT_MODEL_PREDICTED,MODEL_PREDICTED,0.0,0.0,0.0003,0.0002,0.0013,0.0,0.9549,0.0001,0.0002
HPE_P088,0.0021,0.0003,0.0018,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0001,0.0,0.0,0.0,0.0021
HPE_P089,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0003,0.0,0.0,0.0,0.0
HPE_P090,0.0004,0.0002,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0,0.0,0.0
HPE_P000,0.0077,0.0003,0.0074,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0,0.0003,0.0077,0.0,0.0001
HPE_P091,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P000,0.0172,0.006,0.0112,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0,0.0,0.0172,0.006,0.0002,0.0,0.0
IOGP_SPI_P007,0.0004,0.0001,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0004
IOGP_SPI_P008,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0
IOGP_SPI_P009,0.0006,0.0006,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0006
IOGP_FATAL_P000,0.0013,0.0001,0.0012,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0013,0.0,0.0,0.0,0.0
IOGP_SPI_P010,0.0002,0.0001,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0002
IOGP_SPI_P011,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P012,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0
IOGP_SPI_P013,0.0019,0.0001,0.0018,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0019,0.0,0.0001,0.0001,0.0,0.0001
IOGP_FATAL_P000,0.0092,0.0002,0.009,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0002,0.0092,0.0,0.0,0.0,0.0
IOGP_FATAL_P014,0.0001,0.0,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P015,0.0039,0.0003,0.0036,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.0,0.0039,0.0003,0.0,0.0,0.0,0.0002
IOGP_SPI_P000,0.0004,0.0001,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P016,0.0041,0.0001,0.004,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.0,0.0041,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0,0.0,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P017,0.0011,0.0003,0.0008,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0011,0.0001,0.0003,0.0,0.0,0.0001
IOGP_SPI_P000,0.0159,0.0001,0.0158,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0159,0.0,0.0001,0.0,0.0
IOGP_SPI_P018,0.0004,0.0003,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0004,0.0,0.0,0.0,0.0
IOGP_FATAL_P019,0.0003,0.0002,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0002
IOGP_SPI_P020,0.0006,0.0005,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0002,0.0004,0.0,0.0,0.0006
IOGP_SPI_P021,0.0443,0.001,0.0433,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0002,0.0443,0.0007,0.0003,0.0,0.0,0.0002,0.001
IOGP_SPI_P000,0.1184,0.0061,0.1123,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0002,0.1184,0.0001,0.0061,0.0001,0.0,0.0001,0.0001
IOGP_SPI_P022,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0001
IOGP_SPI_P023,0.0001,0.0,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0004,0.0004,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0004,0.0,0.0,0.0,0.0004
IOGP_SPI_P024,0.1191,0.0016,0.1175,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0001,0.0,0.1191,0.0016,0.0,0.0001,0.0,0.0
IOGP_SPI_P025,0.0003,0.0003,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0,0.0001,0.0003,0.0,0.0,0.0003
IOGP_SPI_P000,0.0003,0.0,0.0003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0
IOGP_SPI_P026,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001
IOGP_SPI_P027,0.0003,0.0003,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0003,0.0,0.0,0.0003
IOGP_SPI_P000,0.0013,0.0012,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0006,0.0,0.0013,0.0,0.0,0.0012
IOGP_SPI_P028,0.0073,0.0011,0.0062,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0011,0.0,0.0,0.0073
IOGP_SPI_P029,0.0005,0.0004,0.0001,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0005,0.0004,0.0004,0.0,0.0,0.0001
IOGP_SPI_P000,0.0031,0.0001,0.003,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0031
IOGP_SPI_P030,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001
IOGP_SPI_P031,0.0055,0.0001,0.0054,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0055,0.0,0.0,0.0,0.0
IOGP_SPI_P000,0.0001,0.0001,0.0,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0
IOGP_SPI_P032,0.0003,0.0001,0.0002,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0003
IOGP_SPI_P000,0.1269,0.0004,0.1265,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0,0.0,0.0,0.1269,0.0001,0.0,0.0,0.0,0.0004
IOGP_SPI_P033,0.1816,0.0094,0.1722,0,NONE,NO_PREDICTION,REJECTED_ZERO_LABELS,UNKNOWN,0.0001,0.0001,0.0,0.1816,0.0,0.0002,0.0,0.0,0.0094
